rowid,univid,profDept,profRatings,profAvg,profEasy,profId
7952,1073,Mathematics,6,3.8,4.3,701221
7953,1073,Mathematics,6,4.7,3.5,317779
7954,1073,Mathematics,6,3.6,2.3,806282
7955,1073,Management,6,1.2,1.7,1799252
7956,1073,Biomedical,6,4,3.8,1009265
7957,1073,Engineering,6,3.3,4,166897
7958,1073,Design,6,3.8,2.8,793003
7959,1073,Geology,6,3.1,1.8,998432
7960,1073,TA,5,4.1,5,1332066
7961,1073,Spanish,5,4.6,3.6,811938
7962,1073,French,5,4.7,3.2,315025
7963,1073,"Materials Science",5,4.9,3.6,908554
7964,1073,English,5,4.7,4,930719
7965,1073,History,5,4.2,3,626647
7966,1073,"Ethnic Studies",5,4,4,128784
7967,1073,Physics,5,2.5,3,780952
7968,1073,Psychology,5,2.4,2.2,1644015
7969,1073,Chemistry,5,3.2,2.6,1588249
7970,1073,Spanish,5,4.4,3,1129310
7971,1073,"Cultural Studies",5,4.8,4.2,1695074
7972,1073,Psychology,5,4.2,3.4,968997
7973,1073,"Biological Sciences",5,4,3.6,565810
7974,1073,Engineering,5,1.5,1.6,314160
7975,1073,History,5,5,4.2,305981
7976,1073,Science,5,4.7,3.6,121161
7977,1073,Entomology,5,2.8,3,674385
7978,1073,Advisor,5,3.2,2.8,1373228
7979,1073,Sociology,5,3.3,3.2,1364173
7980,1073,Languages,5,4.6,3.8,1704761
7981,1073,Music,5,4,2.6,284701
7982,1073,Sociology,5,3.9,3.4,1590750
7983,1073,English,5,3.4,2.8,1262688
7984,1073,Writing,5,4.7,3.8,1395260
7985,1073,Philosophy,5,4.8,4,1555267
7986,1073,Anthropology,5,3.1,3.4,568816
7987,1073,"Environmental Science",5,4.3,3.4,852075
7988,1073,Physics,5,4.1,2.4,661448
7989,1073,Science,5,3.6,2,794500
7990,1073,"Computer Science",5,4.4,3,1826272
7991,1073,History,5,4.5,2.8,1701285
7992,1073,"Comparative Literature",5,4,2.6,1070243
7993,1073,"Asian American Studies",5,3.8,3.6,1427119
7994,1073,French,5,4.2,3.8,999330
7995,1073,"Physical Ed",5,4,2.4,377216
7996,1073,Mathematics,5,1.4,4.2,1294020
7997,1073,"Asian American Studies",5,4.9,1.6,1214723
7998,1073,Art,5,3.4,3.6,1254630
7999,1073,"Plant Pathology",5,4.6,2,1135193
8000,1073,Design,5,1.9,2,456097
8001,1073,Mathematics,5,4.3,2.2,1031012
8002,1073,Biology,5,4.9,3.4,362062
8003,1073,English,5,4,3,1103544
8004,1073,Physics,5,2.6,2.6,535920
8005,1073,"Political Science",5,3.3,2.6,460544
8006,1073,English,5,4.5,3.6,39350
8007,1073,Economics,5,3.3,3.6,1520585
8008,1073,"Art History",5,3.4,3.2,1267606
8009,1073,Anthropology,5,3.1,2.2,1109642
8010,1073,"Biological Sciences",5,3.2,3,1293858
8011,1073,English,5,3.7,2.6,576566
8012,1073,"Comparative Literature",5,3.9,3.8,1239082
8013,1073,"Computer Science",5,3.3,2,1540171
8014,1073,Spanish,5,5,4.4,764570
8015,1073,Psychology,5,4.7,3.6,1507788
8016,1073,Linguistics,5,4.2,3.6,1174582
8017,1073,"Political Science",5,4.3,3.8,1262275
8018,1073,Engineering,5,4.4,2.4,334106
8019,1073,"Biological Sciences",5,3.4,2.6,793017
8020,1073,Nutrition,5,4.8,4.4,549432
8021,1073,German,5,4.2,3.4,894381
8022,1073,Economics,5,2.7,2,1331383
8023,1073,Spanish,5,2.6,3.4,888895
8024,1073,History,5,4.7,2.8,587311
8025,1073,"Electrical & Comp. Engineering",5,4.2,2.8,1669138
8026,1073,Engineering,5,4.6,2.8,895319
8027,1073,Theater,5,2.8,2.8,372016
8028,1073,"Theatre & Dance",5,3.2,3.2,1182936
8029,1073,English,5,5,4,347329
8030,1073,Psychology,5,2.9,1.8,1308014
8031,1073,TA,5,3.8,1,890005
8032,1073,"University Writing Program",5,4.2,3.4,1610546
8033,1073,Psychology,5,3.4,2.8,650085
8034,1073,English,5,3.8,2,284625
8035,1073,Engineering,5,2.6,2.4,404788
8036,1073,Chemistry,5,4.7,3.4,467472
8037,1073,Languages,5,4,3.6,585041
8038,1073,"Political Science",5,4.8,3.4,1104136
8039,1073,Biomedical,5,4.5,2,904264
8040,1073,Languages,5,3.7,3,437271
8041,1073,Music,5,4.8,4.2,1755124
8042,1073,Engineering,5,4.7,3.8,1184297
8043,1073,"Electrical Engineering",5,4.8,2.2,795987
8044,1073,Mathematics,5,3.3,3.6,1702156
8045,1073,English,5,4.9,4,1242372
8046,1073,Chinese,5,3.4,3,1400795
8047,1073,English,5,3.9,2.6,1104262
8048,1073,"Chemical Engineering",5,2.6,1.6,1419589
8049,1073,English,5,4,4.6,455025
8050,1073,Spanish,5,4.3,3.8,968215
8051,1073,Theater,5,4.7,4,1040715
8052,1073,Sociology,5,4.3,3.6,1616329
8053,1073,"Landscape Architecture",5,3.9,2,642389
8054,1073,French,5,4.1,3.6,1109742
8055,1073,"Political Science",5,4.4,4.6,257803
8056,1073,Statistics,5,4.9,4.6,1029350
8057,1073,"African-American Studies",5,4.3,4.2,1512920
8058,1073,Mathematics,5,4.8,4.2,1088936
8059,1073,Education,5,4.8,5,1190891
8060,1073,"Theatre & Dance",5,3.3,4.4,1179279
8061,1073,Design,5,4,3.6,626502
8062,1073,Science,5,3.6,3,406092
8063,1073,"African-American Studies",5,3.2,3.4,820872
8064,1073,English,5,4.8,2.8,703029
8065,1073,Microbiology,5,4.3,2.2,652657
8066,1073,Languages,5,3.9,3.4,332609
8067,1073,"Human Development",5,4.3,3.6,1621777
8068,1073,Theater,5,3.7,3.4,95743
8069,1073,English,5,4.3,2.6,808003
8070,1073,English,5,4.3,3.6,458208
8071,1073,"Political Science",5,4.8,4.2,1259201
8072,1073,Mathematics,5,4.3,3,1315462
8073,1073,"Cultural Studies",5,4.7,3.6,1603836
8074,1073,"Chemical Engineering",5,4.2,3,826942
8075,1073,"Human Development",5,4.5,4.2,1479317
8076,1073,English,5,4.1,2.6,1181620
8077,1073,Philosophy,5,3.8,3.2,591158
8078,1073,Engineering,5,3.4,4.2,426576
8079,1073,Physics,5,4.7,3.6,790890
8080,1073,Physics,5,3.4,2.6,1086926
8081,1073,Economics,5,3.6,2.6,1696895
8082,1073,"Environmental Science",5,4.3,3.2,826726
8083,1073,"Biological Sciences",5,4.5,3.6,1238859
8084,1073,"Biological Sciences",5,2.2,3,899575
8085,1073,Agriculture,5,4.3,3,833639
8086,1073,Agriculture,5,4.1,2.6,885994
8087,1073,English,5,4.5,3.6,1616248
8088,1073,Geology,5,3.9,3.8,314228
8089,1073,Psychology,5,2,2.2,778926
8090,1073,Education,5,3.6,2,1131239
8091,1073,Art,5,4.1,3.2,1527986
8092,1073,Design,5,3.9,3.8,479233
8093,1073,Design,5,5,5,695602
8094,1073,English,5,3.3,2.6,962074
8095,1073,"Environmental Science",5,4.3,3.2,615783
8096,1073,English,5,3,3.2,463325
8097,1073,"Animal Science",5,3.7,2.8,1296542
8098,1073,History,5,4.6,3.8,480391
8099,1073,Writing,5,4,3.8,1381674
8100,1073,Engineering,5,4.5,4,1296705
8101,1073,Mathematics,5,1.6,2.2,644517
8102,1073,Education,5,2,3,456112
8103,1073,"Biological Sciences",5,1.3,2.2,557468
8104,1073,"University Writing Program",5,4.4,3.2,1727302
8105,1073,"Social Science",5,1.7,3,648383
8106,1073,"Biological Sciences",5,4.3,2.8,1111312
8107,1073,Law,5,4.7,3.6,674031
8108,1073,Psychology,5,4.6,2.8,354534
8109,1073,Sociology,5,4,2.8,1328117
8110,1073,Mathematics,5,2.7,3.6,738299
8111,1073,"Biological Sciences",5,4,3.8,644187
8112,1073,Languages,5,4.4,2.4,212383
8113,1073,Education,5,4.9,4.6,791992
8114,1073,"Biological Sciences",5,4.9,3.4,553978
8115,1073,"Physical Ed",5,4.8,4.8,693579
8116,1073,"Chicano Studies",5,4.3,2.8,1060263
8117,1073,Anthropology,5,2.8,2.8,373879
8118,1073,"Landscape Architecture",5,5,4.6,543823
8119,1073,Education,4,2.2,2.5,814947
8120,1073,Physics,4,4.8,3,1177700
8121,1073,"Political Science",4,5,3.8,1788897
8122,1073,Mathematics,4,2.5,2.2,1533383
8123,1073,Music,4,5,4,477329
8124,1073,Philosophy,4,4.6,4,1597454
8125,1073,Economics,4,3.5,2.8,1043196
8126,1073,French,4,2.8,2,885670
8127,1073,Russian,4,5,4.8,1552242
8128,1073,"Asian Studies",4,5,4.2,885599
8129,1073,Writing,4,3.2,3.8,1270441
8130,1073,Education,4,3.1,3,777511
8131,1073,Physics,4,3,2.2,1803009
8132,1073,Agriculture,4,3.4,3.5,648387
8133,1073,Mathematics,4,4,3.5,1704354
8134,1073,"Native Studies",4,3.9,3.8,870020
8135,1073,Philosophy,4,4,3.5,632333
8136,1073,Science,4,3.1,5,466059
8137,1073,Chemistry,4,1.5,2.5,1838813
8138,1073,Music,4,3.9,2.5,539163
8139,1073,Microbiology,4,4.2,2.5,1331603
8140,1073,"Asian Studies",4,1.4,1.8,576005
8141,1073,"Physical Sciences",4,3.8,3.5,577400
8142,1073,Psychology,4,2.8,2.8,1008928
8143,1073,Physics,4,3.1,3.2,893957
8144,1073,Theater,4,4.9,4.5,649446
8145,1073,Mathematics,4,2.6,2,579773
8146,1073,Biology,4,5,3.5,153885
8147,1073,English,4,2.8,3.5,544008
8148,1073,Physics,4,1.9,1.8,1732582
8149,1073,"Plant Pathology",4,4,3.8,1183573
8150,1073,"Native Studies",4,3.1,3.5,964489
8151,1073,"Art History",4,3.4,1.8,1404490
8152,1073,Design,4,1.5,1,1389656
8153,1073,"American Studies",4,4.9,4,832932
8154,1073,Physics,4,4,3.8,1155494
8155,1073,Physics,4,4.8,3.2,1602895
8156,1073,Nutrition,4,2.8,2.5,819801
8157,1073,Communication,4,5,3.8,1473345
8158,1073,Chemistry,4,4.4,3.5,1603846
8159,1073,Law,4,4.1,1.8,365563
8160,1073,Spanish,4,4.8,3.5,581113
8161,1073,"Mechanical Engineering",4,3.9,4.2,787391
8162,1073,English,4,3.8,2.8,299131
8163,1073,Chemistry,4,5,2.2,764568
8164,1073,Management,4,3.2,2.8,635302
8165,1073,TA,4,2.9,2.5,813760
8166,1073,Psychology,4,4.5,3.2,814792
8167,1073,"Art History",4,2.2,5,815335
8168,1073,Nutrition,4,3.9,2.2,898842
8169,1073,Anthropology,4,4.2,2.8,629834
8170,1073,Mathematics,4,5,4.2,167234
8171,1073,"Chicano Studies",4,4.5,4.5,586506
8172,1073,Business,4,3.1,3.5,261881
8173,1073,Theater,4,3.8,4,1096084
8174,1073,English,4,3.9,3,1663169
8175,1073,Physics,4,2.8,3,822822
8176,1073,Education,4,4.6,5,890571
8177,1073,"Physical Ed",4,3.9,3.8,376887
8178,1073,"African-American Studies",4,2.1,3.5,861226
8179,1073,Statistics,4,3.2,4,1804703
8180,1073,Spanish,4,4.4,4.8,805574
8181,1073,Psychology,4,4.5,4,1733945
8182,1073,Communication,4,4.2,3.5,1836942
8183,1073,Nutrition,4,5,4.5,235521
8184,1073,Engineering,4,3.1,2.8,440214
8185,1073,Theater,4,4.4,3.5,786057
8186,1073,Science,4,5,3.2,123116
8187,1073,Science,4,3.9,2.8,1545690
8188,1073,Linguistics,4,4.6,4.8,1175958
8189,1073,Biology,4,3.8,2,151953
8190,1073,Mathematics,4,3.8,2.2,1003201
8191,1073,Spanish,4,4.8,3.8,1107249
8192,1073,Sociology,4,4.8,3.2,1318255
8193,1073,"Social Science",4,4.2,3.5,1702228
8194,1073,Geology,4,2,3.8,1198791
8195,1073,Agriculture,4,1.5,3.2,1069938
8196,1073,Philosophy,4,4.9,4.2,1147303
8197,1073,"Human Development",4,4.8,3.8,923250
8198,1073,French,4,4.8,3.8,1073685
8199,1073,English,4,3.9,3.5,1337081
8200,1073,German,4,4.1,3,925597
8201,1073,English,4,4.9,4,1232293
8202,1073,Psychology,4,3.2,3.2,1759332
8203,1073,Japanese,4,4.6,4,1396259
8204,1073,"Physical Education",4,3.1,2.8,959885
8205,1073,Agriculture,4,4.4,3.8,263052
8206,1073,Law,4,2.5,2.8,674071
8207,1073,Economics,4,3.9,3.8,810651
8208,1073,Mathematics,4,4.5,4.2,63530
8209,1073,Mathematics,4,3.6,3.5,864915
8210,1073,"Political Science",4,2.9,1.2,1043505
8211,1073,"Ecology & Evolutionary Biology",4,2.1,1.5,1784413
8212,1073,"Food Science & Technology",4,4.4,4.2,364210
8213,1073,Mathematics,4,5,4.2,810701
8214,1073,Mathematics,4,4.8,3,614935
8215,1073,Law,4,3.8,3.5,674034
8216,1073,Science,4,3.5,4.2,427215
8217,1073,"Social Science",4,4.4,4.2,368684
8218,1073,Chinese,4,5,4,1307577
8219,1073,Chinese,4,4.8,3.8,536870
8220,1073,"Social Science",4,3.4,2.5,550797
8221,1073,Spanish,4,4.4,4,1191994
8222,1073,Writing,4,4.6,3,1704245
8223,1073,"Electrical Engineering",4,4,2.8,637992
8224,1073,"Animal Science",4,5,3.2,819872
8225,1073,Psychology,4,2.9,3.8,1113792
8226,1073,"Native Studies",4,2,2,1032654
8227,1073,Education,4,4.8,4.5,1259372
8228,1073,"Physical Education",4,4.4,5,945986
8229,1073,Literature,4,4.1,4.5,691521
8230,1073,"Biological Sciences",4,2.9,5,928502
8231,1073,English,4,4.9,4.5,1155185
8232,1073,Sociology,4,3.4,4.5,1320656
8233,1073,Linguistics,4,4.9,4,825897
8234,1073,Statistics,4,4.4,3.2,1607095
8235,1073,Science,4,2.4,2.8,54305
8236,1073,Chemistry,4,3.8,3.2,840660
8237,1073,English,4,3.9,3.2,1298104
8238,1073,History,4,4.9,3.8,776250
8239,1073,Engineering,4,3,2.8,1405974
8240,1073,Education,4,2.8,4.2,637128
8241,1073,"Chicano Studies",4,4.9,4.8,1720055
8242,1073,"Social Science",4,4.6,3.5,1417622
8243,1073,Philosophy,4,1.9,1.2,1160287
8244,1073,"Computer Science",4,2.5,3,905151
8245,1073,Sociology,4,3.1,2,1289792
8246,1073,Physics,4,4.1,3.5,824355
8247,1073,History,4,4.9,3.5,862192
8248,1073,Chemistry,4,4.5,3.8,1824987
8249,1073,Languages,4,4.2,3.8,534228
8250,1073,French,4,4.1,4.2,953971
8251,1073,Engineering,4,5,3.5,788804
8252,1073,"Electrical & Comp. Engineering",4,4.1,2.2,1444565
8253,1073,Mathematics,4,4.4,4,1528615
8254,1073,"Food Science",4,1.6,2.8,743769
8255,1073,Economics,4,2.1,2.2,319350
8256,1073,Mathematics,4,4.4,4.2,890357
8257,1073,Science,4,2,4.5,415090
8258,1073,"Animal Science",4,4.1,4.8,414697
8259,1073,"Physical Education",4,4.6,4.5,1029223
8260,1073,Chemistry,4,5,4.8,502944
8261,1073,Economics,4,2.6,3.8,934496
8262,1073,Sociology,4,3.2,3.2,1455514
8263,1073,English,4,4.8,3.5,944478
8264,1073,English,4,4.9,2,951540
8265,1073,"Physical Ed",4,4.2,2.8,580725
8266,1073,"Comparative Literature",4,3.9,3.8,1551526
8267,1073,Mathematics,4,4.9,4,955149
8268,1073,Mathematics,4,4.6,2.5,1112659
8269,1073,"Biological Sciences",4,2.8,2.5,948312
8270,1073,Music,4,3.4,2.8,1407274
8271,1073,"Plant & Soil Science",4,4.8,3.5,1692623
8272,1073,English,4,4.4,3.5,106470
8273,1073,Engineering,4,2.2,2.5,822753
8274,1073,Science,4,3.6,3,372470
8275,1073,"Biomedical Engineering",4,1.4,2.8,1538355
8276,1073,Sociology,4,2.8,3.5,1567067
8277,1073,"Environmental Science",4,2,2.5,1276088
8278,1073,Engineering,4,5,4,1605945
8279,1073,"Political Science",4,4,3,1522574
8280,1073,Physics,4,2.5,2.8,1183348
8281,1073,"Electrical & Comp. Engineering",4,3,3.2,1512569
8282,1073,Mathematics,4,3.4,3,954896
8283,1073,Mathematics,4,4.5,2.8,968726
8284,1073,English,4,2.2,4,1255209
8285,1073,Psychology,4,3.1,2.5,1252533
8286,1073,"Asian American Studies",4,4.8,3.5,1732674
8287,1073,Theater,4,4,4.2,361669
8288,1073,"Materials Science",4,3,3.2,819113
8289,1073,English,4,4.9,4,1395918
8290,1073,Philosophy,4,4.9,4.5,1613493
8291,1073,"Asian Studies",4,3.1,2.5,1262035
8292,1073,Agriculture,4,4.9,3,566219
8293,1073,History,4,2.5,3,933270
8294,1073,Mathematics,4,3.2,2.2,1778077
8295,1073,History,4,4.2,3.2,466438
8296,1073,Psychology,4,2.5,1.8,648379
8297,1073,"Not Specified",4,4.1,4.2,1770403
8298,1073,English,4,4.9,4,545045
8299,1073,"Biological Sciences",4,4.8,3.5,832847
8300,1073,Anthropology,4,4.2,2.5,867700
8301,1073,Anthropology,4,3.9,3.2,578982
8302,1073,English,4,4.1,3,816655
8303,1073,Business,4,2.5,3,261892
8304,1073,Design,4,2,3.8,1272369
8305,1073,"Electrical Engineering",4,2.1,1.2,903402
8306,1073,"Human Development",4,4.2,1.8,1565229
8307,1073,"Veterinary Sciences",4,4.6,3.8,222932
8308,1073,Physics,4,4.2,4,560832
8309,1073,Mathematics,4,3.8,2,13484
8310,1073,Engineering,4,2.2,3,136397
8311,1073,"Biological Sciences",4,4.8,3.5,1591775
8312,1073,English,4,4.4,4,1240705
8313,1073,Education,4,2.5,4.5,957192
8314,1073,"Health Science",4,4.9,3.8,1136152
8315,1073,"Chicano Studies",4,3.9,3.5,792373
8316,1073,Advisor,4,1.1,1.8,787726
8317,1073,"Mechanical Engineering",4,3.1,1.8,693620
8318,1073,Communication,4,2.1,1.8,817774
8319,1073,Chemistry,4,3.6,3.5,1840206
8320,1073,Psychology,4,4.1,2.5,1472490
8321,1073,Statistics,4,3.5,2.8,778384
8322,1073,Entomology,4,4.9,4,1431001
8323,1073,French,4,2.8,1,818246
8324,1073,Science,4,4.9,4.5,430568
8325,1073,Music,4,2.8,3.8,633824
8326,1073,"Environmental Science",4,4.9,4.5,1261065
8327,1073,Engineering,4,3.6,2,440659
8328,1073,Psychology,4,4.6,3.5,754454
8329,1073,"Environmental Toxicology",4,2.9,2.2,1152475
8330,1073,Biology,4,4.6,4.5,779154
8331,1073,Physics,4,4.9,3.5,458510
8332,1073,Languages,4,4.4,3,489027
8333,1073,Economics,4,3.4,3.5,486572
8334,1073,"University Writing Program",3,5,4.7,1657735
8335,1073,"Animal Science",3,4.7,3.7,788597
8336,1073,Spanish,3,3.2,3.3,1288335
8337,1073,Spanish,3,5,4.3,807197
8338,1073,"University Writing Program",3,4.5,2.7,1512357
8339,1073,History,3,4.2,3.3,1100556
8340,1073,Languages,3,3.3,4,534160
8341,1073,Physics,3,2.5,2.7,895676
8342,1073,Statistics,3,3.2,3,220688
8343,1073,Spanish,3,4.8,4.3,566589
8344,1073,Anthropology,3,4.3,2.7,834455
8345,1073,"Biological Sciences",3,4.8,2.3,1609498
8346,1073,"Political Science",3,4.5,3.3,663428
8347,1073,Chemistry,3,4.8,3.7,825842
8348,1073,History,3,4.8,2.7,826348
8349,1073,English,3,1,2,638055
8350,1073,Psychology,3,4.3,4.3,1255386
8351,1073,Agriculture,3,3.5,3.3,774972
8352,1073,History,3,3.8,1.7,222844
8353,1073,Engineering,3,4.2,2,585885
8354,1073,"Social Science",3,4.5,3.3,319221
8355,1073,"Textiles & Clothing",3,3.7,2.7,1476485
8356,1073,"Veterinary Sciences",3,4.5,3.3,856480
8357,1073,Nutrition,3,2.5,2.3,810174
8358,1073,"Theatre & Dance",3,2.5,1.7,1730455
8359,1073,German,3,5,4.7,1069872
8360,1073,History,3,4,3.3,1803026
8361,1073,Mathematics,3,4.3,3.7,457973
8362,1073,Mathematics,3,3.7,3.3,1515102
8363,1073,Mathematics,3,2.8,4,1149742
8364,1073,"Theatre & Dance",3,5,4,1648198
8365,1073,Physics,3,4.5,2.7,1380410
8366,1073,Mathematics,3,3.8,3.3,645950
8367,1073,"Physical Ed",3,5,5,552888
8368,1073,History,3,3.3,3,426689
8369,1073,Physics,3,2.2,2,1835891
8370,1073,TA,3,4.7,4.3,932261
8371,1073,Languages,3,4.7,4.3,817291
8372,1073,Physics,3,2.8,3.3,825379
8373,1073,English,3,5,3.3,625421
8374,1073,"Animal Science",3,4.7,2.7,1706253
8375,1073,"World Languages & Cultures",3,1.8,2.7,819167
8376,1073,Chemistry,3,3.7,3.7,1138227
8377,1073,Writing,3,4.5,3.3,1261302
8378,1073,Physics,3,5,4.3,1803012
8379,1073,Sociology,3,1,3.3,748135
8380,1073,Anthropology,3,4.2,3.7,1100712
8381,1073,Spanish,3,5,4.3,778953
8382,1073,English,3,3.8,3.3,860546
8383,1073,Mathematics,3,4.8,4.7,1410628
8384,1073,Philosophy,3,2.8,1.7,1259037
8385,1073,Mathematics,3,4.8,3.7,788113
8386,1073,Engineering,3,4.2,4,224110
8387,1073,Economics,3,2,3,1254050
8388,1073,Biochemistry,3,3.3,2,806488
8389,1073,English,3,5,3.7,1695469
8390,1073,TA,3,4.8,4.3,649368
8391,1073,"Biological Sciences",3,3.8,3.3,1588341
8392,1073,"Animal Science",3,3.5,2.7,580785
8393,1073,History,3,1.2,1.3,1106572
8394,1073,Statistics,3,2.5,2,1808811
8395,1073,"Physical Education",3,4.3,3.7,507748
8396,1073,Mathematics,3,4.8,4,973296
8397,1073,Science,3,4.2,4,188074
8398,1073,History,3,3.3,4,721941
8399,1073,Mathematics,3,2.5,2.7,1692164
8400,1073,Spanish,3,4.7,4.3,1114597
8401,1073,Music,3,3.2,2.3,1052853
8402,1073,Mathematics,3,5,5,1606268
8403,1073,Science,3,5,2.7,787206
8404,1073,Economics,3,1.3,1,1620469
8405,1073,Education,3,5,4,721632
8406,1073,Spanish,3,4.7,4,1081716
8407,1073,Education,3,5,4,1803304
8408,1073,Languages,3,3.2,3,1418414
8409,1073,"Social Science",3,3.2,4,631171
8410,1073,Statistics,3,5,3.7,1464566
8411,1073,"University Writing Program",3,5,4.3,1693578
8412,1073,Linguistics,3,4,3.7,1469746
8413,1073,"Food Science",3,4,3.7,630744
8414,1073,"Native American Studies",3,3.7,3.7,1803005
8415,1073,"American Studies",3,2.7,3.3,1221675
8416,1073,Education,3,4.5,4.3,822807
8417,1073,"Environmental Science",3,2.7,3,1547261
8418,1073,Sociology,3,3.7,3.7,1118309
8419,1073,History,3,4.5,3.7,1452590
8420,1073,Physics,3,4.3,3.7,638304
8421,1073,Anthropology,3,3.7,3.3,645824
8422,1073,Music,3,4.3,3.7,853272
8423,1073,Statistics,3,3.2,4.3,1133672
8424,1073,English,3,4.8,4,1111301
8425,1073,Psychology,3,4,4.3,1116946
8426,1073,TA,3,4.7,5,463817
8427,1073,Psychology,3,4,1.7,1343201
8428,1073,Education,3,4.5,5,595437
8429,1073,English,3,4.7,4,1100739
8430,1073,"Physical Education",3,4.5,5,860549
8431,1073,Art,3,2.2,4,562492
8432,1073,History,3,4.3,2.7,1590065
8433,1073,"Military Science",3,5,5,825362
8434,1073,"Biological Sciences",3,4.5,2.3,1014191
8435,1073,"Physical Sciences",3,3,1.7,536646
8436,1073,"Art History",3,2.7,3,596428
8437,1073,Education,3,3.2,3.7,573395
8438,1073,Spanish,3,5,5,1700680
8439,1073,English,3,4,3,1333280
8440,1073,"American Studies",3,4.3,3.3,1088364
8441,1073,"Plant & Soil Science",3,4.7,4.3,1178883
8442,1073,Sociology,3,2.3,2.3,1458309
8443,1073,Management,3,4.5,4.3,1709482
8444,1073,German,3,4.7,4,1108976
8445,1073,Economics,3,3.8,3.3,1730166
8446,1073,Law,3,3.5,2.3,674021
8447,1073,Education,3,3,2.3,810719
8448,1073,"Political Science",3,2.3,2.3,1790349
8449,1073,"Asian American Studies",3,4.8,3.7,1472426
8450,1073,"Political Science",3,5,4.3,1519717
8451,1073,"Biological Sciences",3,4.3,3,1302861
8452,1073,"Mechanical Engineering",3,3.5,4.7,1702308
8453,1073,"Civil Engineering",3,3.3,3.3,1079630
8454,1073,"Biological Sciences",3,3.5,2,1611323
8455,1073,Sociology,3,5,4.7,1588037
8456,1073,"Civil Engineering",3,5,4.3,1632887
8457,1073,"Chemical Engineering",3,3.8,3,1407485
8458,1073,"Biological Sciences",3,2.8,4.7,1453594
8459,1073,"Electrical & Comp. Engineering",3,1.2,1,1441123
8460,1073,"Computer Science",3,4.2,2,1110861
8461,1073,Engineering,3,1.5,2,375718
8462,1073,"Fine Arts",3,4.2,4.7,80359
8463,1073,TA,3,3.5,1.7,1292143
8464,1073,Statistics,3,1.3,2,1821794
8465,1073,Mathematics,3,4.7,4.7,1620620
8466,1073,Spanish,3,2.7,2.3,1652440
8467,1073,Statistics,3,4.2,2.3,1452013
8468,1073,"French & Italian",3,4.8,3.7,1191663
8469,1073,"Veterinary Sciences",3,1.2,1,1118454
8470,1073,Philosophy,3,3,3,739085
8471,1073,"Computer Science",3,2.8,2.3,158523
8472,1073,German,3,4.7,2.3,1125642
8473,1073,"Asian American Studies",3,5,2,1446743
8474,1073,Physics,3,3,4,1263154
8475,1073,"Physical Education",3,4.7,5,1183307
8476,1073,Languages,3,5,4,739353
8477,1073,Mathematics,3,4.2,4,1012924
8478,1073,Chemistry,3,4.7,3.7,1782424
8479,1073,"Physical Ed",3,4.8,3.7,635433
8480,1073,"Ethnic Studies",3,4.5,4,246157
8481,1073,"Political Science",3,3.7,4.3,1760780
8482,1073,Wildlife,3,3.7,5,1183305
8483,1073,English,3,4.2,3.7,1435125
8484,1073,Law,3,4.5,2.3,674026
8485,1073,Philosophy,3,4,3.3,858859
8486,1073,Mathematics,3,4.7,4,1744891
8487,1073,Anthropology,3,3.8,3.7,904116
8488,1073,Mathematics,3,3.7,3.3,707976
8489,1073,Economics,3,1.8,3,1463749
8490,1073,Business,3,1.8,3.7,261882
8491,1073,English,3,4.7,4,1546514
8492,1073,Microbiology,3,4.3,3.7,1590468
8493,1073,Spanish,3,4.3,2.7,1670096
8494,1073,"Political Science",3,4.8,4.7,711300
8495,1073,"Not Specified",3,4.5,3.7,1542403
8496,1073,Mathematics,3,3.5,2.7,1380665
8497,1073,Spanish,3,4.2,3.7,588017
8498,1073,English,3,2.5,3,615353
8499,1073,Economics,3,4,4,580781
8500,1073,Writing,3,2.8,2.3,1803045
8501,1073,Philosophy,3,2.7,3,1616705
8502,1073,Writing,3,3.7,3.3,1799968
8503,1073,Agriculture,3,4.5,4,810774
8504,1073,"Human Development",3,4.7,3.7,593752
8505,1073,Design,3,5,3.3,1035645
8506,1073,Mathematics,3,3.2,2.3,858870
8507,1073,Agriculture,3,2.3,2,974258
8508,1073,Education,3,3.2,2.7,573394
8509,1073,Philosophy,3,4.8,4.3,1686883
8510,1073,"Political Science",3,3.5,2,960053
8511,1073,"Human Development",3,5,4,619533
8512,1073,Mathematics,3,4.3,3.7,1825374
8513,1073,Biomedical,3,2.7,3.7,728704
8514,1073,Mathematics,3,2.8,3.3,1489950
8515,1073,English,3,3.3,2.7,1362559
8516,1073,Chemistry,3,3.7,4,463768
8517,1073,History,3,4.7,3.7,1151646
8518,1073,History,3,4.5,4,820034
8519,1073,English,3,3.8,4,965188
8520,1073,Sociology,3,3.5,2.3,707938
8521,1073,Mathematics,3,4,2.7,1260679
8522,1073,Mathematics,3,2.5,2,1140554
8523,1073,Literature,3,5,3.3,425941
8524,1073,"Comparative Literature",3,4.3,3,1340321
8525,1073,"Human Ecology",3,1.5,1.7,1644524
8526,1073,Sociology,3,2.3,2,794001
8527,1073,"Biological Sciences",3,3.8,3.7,930122
8528,1073,Chemistry,3,4.7,3,1062521
8529,1073,History,3,3.3,3.3,442975
8530,1073,Economics,3,5,3.7,1066584
8531,1073,"Landscape Architecture",3,2.5,1.7,955185
8532,1073,"Theatre & Dance",3,4.8,4.7,1472151
8533,1073,Mathematics,3,2.2,2,648842
8534,1073,History,3,4.5,4,439276
